time,active_events
20.400,0
20.500,0
20.600,0
20.700,0
20.800,0
20.900,0
21.000,0
21.100,0
21.200,0
21.300,0
21.400,0
21.500,0
21.600,0
21.700,0
21.800,0
21.900,0
22.000,0
22.100,0
22.200,0
22.300,0
22.400,0
22.500,0
22.600,0
22.700,0
22.800,0
22.900,0
23.000,0
23.100,0
23.200,0
23.300,0
23.400,0
23.500,0
23.600,0
23.700,0
23.800,0
23.900,0
24.000,0
24.100,0
24.200,0
24.300,0
24.400,0
24.500,0
24.600,0
24.700,0
24.800,0
24.900,0
25.000,0
25.100,0
25.200,0
25.300,0
25.400,0
25.500,0
25.600,0
25.700,0
25.800,0
25.900,0
26.000,0
26.100,0
26.200,0
26.300,0
26.400,0
26.500,0
26.600,0
26.700,0
26.800,0
26.900,0
27.000,0
27.100,0
27.200,0
27.300,0
27.400,0
27.500,0
27.600,0
27.700,0
27.800,0
27.900,0
28.000,0
28.100,0
28.200,0
28.300,0
28.400,0
28.500,0
28.600,0
28.700,0
28.800,0
28.900,0
29.000,0
29.100,0
29.200,0
29.300,0
29.400,0
29.500,0
29.600,0
29.700,0
29.800,0
29.900,0
30.000,0
30.100,0
30.200,0
30.300,0
30.400,0
30.500,0
30.600,0
30.700,0
30.800,0
30.900,0
31.000,0
31.100,0
31.200,0
31.300,0
31.400,0
31.500,0
31.600,0
31.700,0
31.800,0
31.900,0
32.000,0
32.100,0
32.200,0
32.300,0
32.400,0
32.500,0
32.600,0
32.700,0
32.800,0
32.900,0
33.000,0
33.100,0
33.200,0
33.300,0
33.400,0
33.500,0
33.600,0
33.700,0
33.800,0
33.900,0
34.000,0
34.100,0
34.200,0
34.300,0
34.400,0
34.500,0
34.600,0
34.700,0
34.800,0
34.900,0
35.000,0
35.100,0
35.200,0
35.300,0
35.400,0
35.500,0
35.600,0
35.700,0
35.800,0
35.900,0
36.000,0
36.100,0
36.200,0
36.300,0
36.400,0
36.500,0
36.600,0
36.700,0
36.800,0
36.900,0
37.000,0
37.100,0
37.200,0
37.300,0
37.400,0
37.500,0
37.600,0
37.700,0
37.800,0
37.900,0
38.000,0
38.100,0
38.200,0
38.300,0
38.400,0
38.500,0
38.600,0
38.700,0
38.800,0
38.900,0
39.000,0
39.100,0
39.200,0
39.300,0
39.400,0
39.500,0
39.600,0
39.700,0
39.800,0
39.900,0
40.000,0
40.100,0
40.200,0
40.300,0
40.400,0
40.500,0
40.600,0
40.700,0
40.800,0
40.900,0
41.000,0
41.100,0
41.200,0
41.300,0
41.400,0
41.500,0
41.600,0
41.700,0
41.800,0
41.900,0
42.000,0
42.100,0
42.200,0
42.300,0
42.400,0
42.500,0
42.600,0
42.700,0
42.800,0
42.900,0
43.000,0
43.100,0
43.200,0
43.300,0
43.400,0
43.500,0
43.600,0
43.700,0
43.800,0
43.900,0
44.000,0
44.100,0
44.200,0
44.300,0
44.400,0
44.500,0
44.600,0
44.700,0
44.800,0
44.900,0
45.000,0
45.100,0
45.200,0
45.300,0
45.400,0
45.500,0
45.600,0
45.700,0
45.800,0
45.900,0
46.000,0
46.100,0
46.200,0
46.300,0
46.400,0
46.500,0
46.600,0
46.700,0
46.800,0
46.900,0
47.000,0
47.100,0
47.200,0
47.300,0
47.400,0
47.500,0
47.600,0
47.700,0
47.800,0
47.900,0
48.000,0
48.100,0
48.200,0
48.300,0
48.400,0
48.500,0
48.600,0
48.700,0
48.800,0
48.900,0
49.000,0
49.100,0
49.200,0
49.300,0
49.400,0
49.500,0
49.600,0
49.700,0
49.800,0
49.900,0
50.000,0
50.100,0
50.200,0
50.300,0
50.400,0
50.500,0
50.600,0
50.700,0
50.800,0
50.900,0
51.000,0
51.100,0
51.200,0
51.300,0
51.400,0
51.500,0
51.600,0
51.700,0
51.800,0
51.900,0
52.000,0
52.100,0
52.200,0
52.300,0
52.400,0
52.500,0
52.600,0
52.700,0
52.800,0
52.900,0
53.000,0
53.100,0
53.200,0
53.300,0
53.400,0
53.500,0
53.600,0
53.700,0
53.800,0
53.900,0
54.000,0
54.100,0
54.200,0
54.300,0
54.400,0
54.500,0
54.600,0
54.700,0
54.800,0
54.900,0
55.000,0
55.100,0
55.200,0
55.300,0
55.400,0
55.500,0
55.600,0
55.700,0
55.800,0
55.900,0
56.000,0
56.100,0
56.200,0
56.300,0
56.400,0
56.500,0
56.600,0
56.700,0
56.800,0
56.900,0
57.000,0
57.100,0
57.200,0
57.300,0
57.400,0
57.500,0
57.600,0
57.700,0
57.800,0
57.900,0
58.000,0
58.100,0
58.200,0
58.300,0
58.400,0
58.500,0
58.600,0
58.700,0
58.800,0
58.900,0
59.000,0
59.100,0
59.200,0
59.300,0
59.400,0
59.500,0
59.600,0
59.700,0
59.800,0
59.900,0
60.000,0
60.100,0
60.200,0
60.300,0
60.400,0
60.500,0
60.600,0
60.700,0
60.800,0
60.900,0
61.000,0
61.100,0
61.200,0
61.300,0
61.400,0
61.500,0
61.600,0
61.700,0
61.800,0
61.900,0
62.000,0
62.100,0
62.200,0
62.300,0
62.400,0
62.500,0
62.600,0
62.700,0
62.800,0
62.900,0
63.000,0
63.100,0
63.200,0
63.300,0
63.400,0
63.500,0
63.600,0
63.700,0
63.800,0
63.900,0
64.000,0
64.100,0
64.200,0
64.300,0
64.400,0
64.500,0
64.600,0
64.700,0
64.800,0
64.900,0
65.000,0
65.100,0
65.200,0
65.300,0
65.400,0
65.500,0
65.600,0
65.700,0
65.800,0
65.900,0
66.000,0
66.100,0
66.200,0
66.300,0
66.400,0
66.500,0
66.600,0
66.700,0
66.800,0
66.900,0
67.000,0
67.100,0
67.200,0
67.300,0
67.400,0
67.500,0
67.600,0
67.700,0
67.800,0
67.900,0
68.000,0
68.100,0
68.200,0
68.300,0
68.400,0
68.500,0
68.600,0
68.700,0
68.800,0
68.900,0
69.000,0
69.100,0
69.200,0
69.300,0
69.400,0
69.500,0
69.600,0
69.700,0
69.800,0
69.900,0
70.000,0
70.100,0
70.200,0
70.300,0
70.400,0
70.500,0
70.600,0
70.700,0
70.800,0
70.900,0
71.000,0
71.100,0
71.200,0
71.300,0
71.400,0
71.500,0
71.600,0
71.700,0
71.800,0
71.900,0
72.000,0
72.100,0
72.200,0
72.300,0
72.400,0
72.500,0
72.600,0
72.700,0
72.800,0
72.900,0
73.000,0
73.100,0
73.200,0
73.300,0
73.400,0
73.500,0
73.600,0
73.700,0
73.800,0
73.900,0
74.000,0
74.100,0
74.200,0
74.300,0
74.400,0
74.500,0
74.600,0
74.700,0
74.800,0
74.900,0
75.000,0
75.100,0
75.200,0
75.300,0
75.400,0
75.500,0
75.600,0
75.700,0
75.800,0
75.900,0
76.000,0
76.100,0
76.200,0
76.300,0
76.400,0
76.500,0
76.600,0
76.700,0
76.800,0
76.900,0
77.000,0
77.100,0
77.200,0
77.300,0
77.400,0
77.500,0
77.600,0
77.700,0
77.800,0
77.900,0
78.000,0
78.100,0
78.200,0
78.300,0
78.400,0
78.500,0
78.600,0
78.700,0
78.800,0
78.900,0
79.000,0
79.100,0
79.200,0
79.300,0
79.400,0
79.500,0
79.600,0
79.700,0
79.800,0
79.900,0
80.000,0
80.100,0
80.200,0
80.300,0
80.400,0
80.500,0
80.600,0
80.700,0
80.800,0
80.900,0
81.000,0
81.100,0
81.200,0
81.300,0
81.400,0
81.500,0
81.600,0
81.700,0
81.800,0
81.900,0
82.000,0
82.100,0
82.200,0
82.300,0
82.400,0
82.500,0
82.600,0
82.700,0
82.800,0
82.900,0
83.000,0
83.100,0
83.200,0
83.300,0
83.400,0
83.500,0
83.600,0
83.700,0
83.800,0
83.900,0
84.000,0
84.100,0
84.200,0
84.300,0
84.400,0
84.500,0
84.600,0
84.700,0
84.800,0
84.900,0
85.000,0
85.100,0
85.200,0
85.300,0
85.400,0
85.500,0
85.600,0
85.700,0
85.800,0
85.900,0
86.000,0
86.100,0
86.200,0
86.300,0
86.400,0
86.500,0
86.600,0
86.700,0
86.800,0
86.900,0
87.000,0
87.100,0
87.200,0
87.300,0
87.400,0
87.500,0
87.600,0
87.700,0
87.800,0
87.900,0
88.000,0
88.100,0
88.200,0
88.300,0
88.400,0
88.500,0
88.600,0
88.700,0
88.800,0
88.900,0
89.000,0
89.100,0
89.200,0
89.300,0
89.400,0
89.500,0
89.600,0
89.700,0
89.800,0
89.900,0
90.000,0
90.100,0
90.200,0
90.300,0
90.400,0
90.500,0
90.600,0
90.700,0
90.800,0
90.900,0
91.000,0
91.100,0
91.200,0
91.300,0
91.400,0
91.500,0
91.600,0
91.700,0
91.800,0
91.900,0
92.000,0
92.100,0
92.200,0
92.300,0
92.400,0
92.500,0
92.600,0
92.700,0
92.800,0
92.900,0
93.000,0
93.100,0
93.200,0
93.300,0
93.400,0
93.500,0
93.600,0
93.700,0
93.800,0
93.900,0
94.000,0
94.100,0
94.200,0
94.300,0
94.400,0
94.500,0
94.600,0
94.700,0
94.800,0
94.900,0
95.000,0
95.100,0
95.200,0
95.300,0
95.400,0
95.500,0
95.600,0
95.700,0
95.800,0
95.900,0
96.000,0
96.100,0
96.200,0
96.300,0
96.400,0
96.500,0
96.600,0
96.700,0
96.800,0
96.900,0
97.000,0
97.100,0
97.200,0
97.300,0
97.400,0
97.500,0
97.600,0
97.700,0
97.800,0
97.900,0
98.000,0
98.100,0
98.200,0
98.300,0
98.400,0
98.500,0
98.600,0
98.700,0
98.800,0
98.900,0
99.000,0
99.100,0
99.200,0
99.300,0
99.400,0
99.500,0
99.600,0
99.700,0
99.800,0
99.900,0
100.000,0
100.100,0
100.200,0
100.300,0
100.400,0
100.500,0
100.600,0
100.700,0
100.800,0
100.900,0
101.000,0
101.100,0
101.200,0
101.300,0
101.400,0
101.500,0
101.600,0
101.700,0
101.800,0
101.900,0
102.000,0
102.100,0
102.200,0
102.300,0
102.400,0
102.500,0
102.600,0
102.700,0
102.800,0
102.900,0
103.000,0
103.100,0
103.200,0
103.300,0
103.400,0
103.500,0
103.600,0
103.700,0
103.800,0
103.900,0
104.000,0
104.100,0
104.200,0
104.300,0
104.400,0
104.500,0
104.600,0
104.700,0
104.800,0
104.900,0
105.000,0
105.100,0
105.200,0
105.300,0
105.400,0
105.500,0
105.600,0
105.700,0
105.800,0
105.900,0
106.000,0
106.100,0
106.200,0
106.300,0
106.400,0
106.500,0
106.600,0
106.700,0
106.800,0
106.900,0
107.000,0
107.100,0
107.200,0
107.300,0
107.400,0
107.500,0
107.600,0
107.700,0
107.800,0
107.900,0
108.000,0
108.100,0
108.200,0
108.300,0
108.400,0
108.500,0
108.600,0
108.700,0
108.800,0
108.900,0
109.000,0
109.100,0
109.200,0
109.300,0
109.400,0
109.500,0
109.600,0
109.700,0
109.800,0
109.900,0
110.000,0
110.100,0
110.200,0
110.300,0
110.400,0
110.500,0
110.600,0
110.700,0
110.800,0
110.900,0
111.000,0
111.100,0
111.200,0
111.300,0
111.400,0
111.500,0
111.600,0
111.700,0
111.800,0
111.900,0
112.000,0
112.100,0
112.200,0
112.300,0
112.400,0
112.500,0
112.600,0
112.700,0
112.800,0
112.900,0
113.000,0
113.100,0
113.200,0
113.300,0
113.400,0
113.500,0
113.600,0
113.700,0
113.800,0
113.900,0
114.000,0
114.100,0
114.200,0
114.300,0
114.400,0
114.500,0
114.600,0
114.700,0
114.800,0
114.900,0
115.000,0
115.100,0
115.200,0
115.300,0
115.400,0
115.500,0
115.600,0
115.700,0
115.800,0
115.900,0
116.000,0
116.100,0
116.200,0
116.300,0
116.400,0
116.500,0
116.600,0
116.700,0
116.800,0
116.900,0
117.000,0
117.100,0
117.200,0
117.300,0
117.400,0
117.500,0
117.600,0
117.700,0
117.800,0
117.900,0
118.000,0
118.100,0
118.200,0
118.300,0
118.400,0
118.500,0
118.600,0
118.700,0
118.800,0
118.900,0
119.000,0
119.100,0
119.200,0
119.300,0
119.400,0
119.500,0
119.600,0
119.700,0
119.800,0
119.900,0
120.000,0
120.100,0
120.200,0
120.300,0
120.400,0
120.500,0
120.600,0
120.700,0
120.800,0
120.900,0
121.000,0
121.100,0
121.200,0
121.300,0
121.400,0
121.500,0
121.600,0
121.700,0
121.800,0
121.900,0
122.000,0
122.100,0
122.200,0
122.300,0
122.400,0
122.500,0
122.600,0
122.700,0
122.800,0
122.900,0
123.000,0
123.100,0
123.200,0
123.300,0
123.400,0
123.500,0
123.600,0
123.700,0
123.800,0
123.900,0
124.000,0
124.100,0
124.200,0
124.300,0
124.400,0
124.500,0
124.600,0
124.700,0
124.800,0
124.900,0
125.000,0
125.100,0
125.200,0
125.300,0
125.400,0
125.500,0
125.600,0
125.700,0
125.800,0
125.900,0
126.000,0
126.100,0
126.200,0
126.300,0
126.400,0
126.500,0
126.600,0
126.700,0
126.800,0
126.900,0
127.000,0
127.100,0
127.200,0
127.300,0
127.400,0
127.500,0
127.600,0
127.700,0
127.800,0
127.900,0
128.000,0
128.100,0
128.200,0
128.300,0
128.400,0
128.500,0
128.600,0
128.700,0
128.800,0
128.900,0
129.000,0
129.100,0
129.200,0
129.300,0
129.400,0
129.500,0
129.600,0
129.700,0
129.800,0
129.900,0
130.000,0
130.100,0
130.200,0
130.300,0
130.400,0
130.500,0
130.600,0
130.700,0
130.800,0
130.900,0
131.000,0
131.100,0
131.200,0
131.300,0
131.400,0
131.500,0
131.600,0
131.700,0
131.800,0
131.900,0
132.000,0
132.100,0
132.200,0
132.300,0
132.400,0
132.500,0
132.600,0
132.700,0
132.800,0
132.900,0
133.000,0
133.100,0
133.200,0
133.300,0
133.400,0
133.500,0
133.600,0
133.700,0
133.800,0
133.900,0
134.000,0
134.100,0
134.200,0
134.300,0
134.400,0
134.500,0
134.600,0
134.700,0
134.800,0
134.900,0
135.000,0
135.100,0
135.200,0
135.300,0
135.400,0
135.500,0
135.600,0
135.700,0
135.800,0
135.900,0
136.000,0
136.100,0
136.200,0
136.300,0
136.400,0
136.500,0
136.600,0
136.700,0
136.800,0
136.900,0
137.000,0
137.100,0
137.200,0
137.300,0
137.400,0
137.500,0
137.600,0
137.700,0
137.800,0
137.900,0
138.000,0
138.100,0
138.200,0
138.300,0
138.400,0
138.500,0
138.600,0
138.700,0
138.800,0
138.900,0
139.000,0
139.100,0
139.200,0
139.300,0
139.400,0
139.500,0
139.600,0
139.700,0
139.800,0
139.900,0
140.000,0
140.100,0
140.200,0
140.300,0
140.400,0
140.500,0
140.600,0
140.700,0
140.800,0
140.900,0
141.000,0
141.100,0
141.200,0
141.300,0
141.400,0
141.500,0
141.600,0
141.700,0
141.800,0
141.900,0
142.000,0
142.100,0
142.200,0
142.300,0
142.400,0
142.500,0
142.600,0
142.700,0
142.800,0
142.900,0
143.000,0
143.100,0
143.200,0
143.300,0
143.400,0
143.500,0
143.600,0
143.700,0
143.800,0
143.900,0
144.000,0
144.100,0
144.200,0
144.300,0
144.400,0
144.500,0
144.600,0
144.700,0
144.800,0
144.900,0
145.000,0
145.100,0
145.200,0
145.300,0
145.400,0
145.500,0
145.600,0
145.700,0
145.800,0
145.900,0
146.000,0
146.100,0
146.200,0
146.300,0
146.400,0
146.500,0
146.600,0
146.700,0
146.800,0
146.900,0
147.000,0
147.100,0
147.200,0
147.300,0
147.400,0
147.500,0
147.600,0
147.700,0
147.800,0
147.900,0
148.000,0
148.100,0
148.200,0
148.300,0
148.400,0
148.500,0
148.600,0
148.700,0
148.800,0
148.900,0
149.000,0
149.100,0
149.200,0
149.300,0
149.400,0
149.500,0
149.600,0
149.700,0
149.800,0
149.900,0
150.000,0
150.100,0
150.200,0
150.300,0
150.400,0
150.500,0
150.600,0
150.700,0
150.800,0
150.900,0
151.000,0
151.100,0
151.200,0
151.300,0
151.400,0
151.500,0
151.600,0
151.700,0
151.800,0
151.900,0
152.000,0
152.100,0
152.200,0
152.300,0
152.400,0
152.500,0
152.600,0
152.700,0
152.800,0
152.900,0
153.000,0
153.100,0
153.200,0
153.300,0
153.400,0
153.500,0
153.600,0
153.700,0
153.800,0
153.900,0
154.000,0
154.100,0
154.200,0
154.300,0
154.400,0
154.500,0
154.600,0
154.700,0
154.800,0
154.900,0
155.000,0
155.100,0
155.200,0
155.300,0
155.400,0
155.500,0
155.600,0
155.700,0
155.800,0
155.900,0
156.000,0
156.100,0
156.200,0
156.300,0
156.400,0
156.500,0
156.600,0
156.700,0
156.800,0
156.900,0
157.000,0
157.100,0
157.200,0
157.300,0
157.400,0
157.500,0
157.600,0
157.700,0
157.800,0
157.900,0
158.000,0
158.100,0
158.200,0
158.300,0
158.400,0
158.500,0
158.600,0
158.700,0
158.800,0
158.900,0
159.000,0
159.100,0
159.200,0
159.300,0
159.400,0
159.500,0
159.600,0
159.700,0
159.800,0
159.900,0
160.000,0
160.100,0
160.200,0
160.300,0
160.400,0
160.500,0
160.600,0
160.700,0
160.800,0
160.900,0
161.000,0
161.100,0
161.200,0
161.300,0
161.400,0
161.500,0
161.600,0
161.700,0
161.800,0
161.900,0
162.000,0
162.100,0
162.200,0
162.300,0
162.400,0
162.500,0
162.600,0
162.700,0
162.800,0
162.900,0
163.000,0
163.100,0
163.200,0
163.300,0
163.400,0
163.500,0
163.600,0
163.700,0
163.800,0
163.900,0
164.000,0
164.100,0
164.200,0
164.300,0
164.400,0
164.500,0
164.600,0
164.700,0
164.800,0
164.900,0
165.000,0
165.100,0
165.200,0
165.300,0
165.400,0
165.500,0
165.600,0
165.700,0
165.800,0
165.900,0
166.000,0
166.100,0
166.200,0
166.300,0
166.400,0
166.500,0
166.600,0
166.700,0
166.800,0
166.900,0
167.000,0
167.100,0
167.200,0
167.300,0
167.400,0
167.500,0
167.600,0
167.700,0
167.800,0
167.900,0
168.000,0
168.100,0
168.200,0
168.300,0
168.400,0
168.500,0
168.600,0
168.700,0
168.800,0
168.900,0
169.000,0
169.100,0
169.200,0
169.300,0
169.400,0
169.500,0
169.600,0
169.700,0
169.800,0
169.900,0
170.000,0
170.100,0
170.200,0
170.300,0
170.400,0
170.500,0
170.600,0
170.700,0
170.800,0
170.900,0
171.000,0
171.100,0
171.200,0
171.300,0
171.400,0
171.500,0
171.600,0
171.700,0
171.800,0
171.900,0
172.000,0
172.100,0
172.200,0
172.300,0
172.400,0
172.500,0
172.600,0
172.700,0
172.800,0
172.900,0
173.000,0
173.100,0
173.200,0
173.300,0
173.400,0
173.500,0
173.600,0
173.700,0
173.800,0
173.900,0
174.000,0
174.100,0
174.200,0
174.300,0
174.400,0
174.500,0
174.600,0
174.700,0
174.800,0
174.900,0
175.000,0
175.100,0
175.200,0
175.300,0
175.400,0
175.500,0
175.600,0
175.700,0
175.800,0
175.900,0
176.000,0
176.100,0
176.200,0
176.300,0
176.400,0
176.500,0
176.600,0
176.700,0
176.800,0
176.900,0
177.000,0
177.100,0
177.200,0
177.300,0
177.400,0
177.500,0
177.600,0
177.700,0
177.800,0
177.900,0
178.000,0
178.100,0
178.200,0
178.300,0
178.400,0
178.500,0
178.600,0
178.700,0
178.800,0
178.900,0
179.000,0
179.100,0
179.200,0
179.300,0
179.400,0
179.500,0
179.600,0
179.700,0
179.800,0
179.900,0
180.000,0
180.100,0
180.200,0
180.300,0
180.400,0
180.500,0
180.600,0
180.700,0
180.800,0
180.900,0
181.000,0
181.100,0
181.200,0
181.300,0
181.400,0
181.500,0
181.600,0
181.700,0
181.800,0
181.900,0
182.000,0
182.100,0
182.200,0
182.300,0
182.400,0
182.500,0
182.600,0
182.700,0
182.800,0
182.900,0
183.000,0
183.100,0
183.200,0
183.300,0
183.400,0
183.500,0
183.600,0
183.700,0
183.800,0
183.900,0
184.000,0
184.100,0
184.200,0
184.300,0
184.400,0
184.500,0
184.600,0
184.700,0
184.800,0
184.900,0
185.000,0
185.100,0
185.200,0
185.300,0
185.400,0
185.500,0
185.600,0
185.700,0
185.800,0
185.900,0
186.000,0
186.100,0
186.200,0
186.300,0
186.400,0
186.500,0
186.600,0
186.700,0
186.800,0
186.900,0
187.000,0
187.100,0
187.200,0
187.300,0
187.400,0
187.500,0
187.600,0
187.700,0
187.800,0
187.900,0
188.000,0
188.100,0
188.200,0
188.300,0
188.400,0
188.500,0
188.600,0
188.700,0
188.800,0
188.900,0
189.000,0
189.100,0
189.200,0
189.300,0
189.400,0
189.500,0
189.600,0
189.700,0
189.800,0
189.900,0
190.000,0
190.100,0
190.200,0
190.300,0
190.400,0
190.500,0
190.600,0
190.700,0
190.800,0
190.900,0
191.000,0
191.100,0
191.200,0
191.300,0
191.400,0
191.500,0
191.600,0
191.700,0
191.800,0
191.900,0
192.000,0
192.100,0
192.200,0
192.300,0
192.400,0
192.500,0
192.600,0
192.700,0
192.800,0
192.900,0
193.000,0
193.100,0
193.200,0
193.300,0
193.400,0
193.500,0
193.600,0
193.700,0
193.800,0
193.900,0
194.000,0
194.100,0
194.200,0
194.300,0
194.400,0
194.500,0
194.600,0
194.700,0
194.800,0
194.900,0
195.000,0
195.100,0
195.200,0
195.300,0
195.400,0
195.500,0
195.600,0
195.700,0
195.800,0
195.900,0
196.000,0
196.100,0
196.200,0
196.300,0
196.400,0
196.500,0
196.600,0
196.700,0
196.800,0
196.900,0
197.000,0
197.100,0
197.200,0
197.300,0
197.400,0
197.500,0
197.600,0
197.700,0
197.800,0
197.900,0
198.000,0
198.100,0
198.200,0
198.300,0
198.400,0
198.500,0
198.600,0
198.700,0
198.800,0
198.900,0
199.000,0
199.100,0
199.200,0
199.300,0
199.400,0
199.500,0
199.600,0
199.700,0
199.800,0
199.900,0
200.000,0
200.100,0
200.200,0
200.300,0
200.400,0
200.500,0
200.600,0
200.700,0
200.800,0
200.900,0
201.000,0
201.100,0
201.200,0
201.300,0
201.400,0
201.500,0
201.600,0
201.700,0
201.800,0
201.900,0
202.000,0
202.100,0
202.200,0
202.300,0
202.400,0
202.500,0
202.600,0
202.700,0
202.800,0
202.900,0
203.000,0
203.100,0
203.200,0
203.300,0
203.400,0
203.500,0
203.600,0
203.700,0
203.800,0
203.900,0
204.000,0
204.100,0
204.200,0
204.300,0
204.400,0
204.500,0
204.600,0
204.700,0
204.800,0
204.900,0
205.000,0
205.100,0
205.200,0
205.300,0
205.400,0
205.500,0
205.600,0
205.700,0
205.800,0
205.900,0
206.000,0
206.100,0
206.200,0
206.300,0
206.400,0
206.500,0
206.600,0
206.700,0
206.800,0
206.900,0
207.000,0
207.100,0
207.200,0
207.300,0
207.400,0
207.500,0
207.600,0
207.700,0
207.800,0
207.900,0
208.000,0
208.100,0
208.200,0
208.300,0
208.400,0
208.500,0
208.600,0
208.700,0
208.800,0
208.900,0
209.000,0
209.100,0
209.200,0
209.300,0
209.400,0
209.500,0
209.600,0
209.700,0
209.800,0
209.900,0
210.000,0
210.100,0
210.200,0
210.300,0
210.400,0
210.500,0
210.600,0
210.700,0
210.800,0
210.900,0
211.000,0
211.100,0
211.200,0
211.300,0
211.400,0
211.500,0
211.600,0
211.700,0
211.800,0
211.900,0
212.000,0
212.100,0
212.200,0
212.300,0
212.400,0
212.500,0
212.600,0
212.700,0
212.800,0
212.900,0
213.000,0
213.100,0
213.200,0
213.300,0
213.400,0
213.500,0
213.600,0
213.700,0
213.800,0
213.900,0
214.000,0
214.100,0
214.200,0
214.300,0
214.400,0
214.500,0
214.600,0
214.700,0
214.800,0
214.900,0
215.000,0
215.100,0
215.200,0
215.300,0
215.400,0
215.500,0
215.600,0
215.700,0
215.800,0
215.900,0
216.000,0
216.100,0
216.200,0
216.300,0
216.400,0
216.500,0
216.600,0
216.700,0
216.800,0
216.900,0
217.000,0
217.100,0
217.200,0
217.300,0
217.400,0
217.500,0
217.600,0
217.700,0
217.800,0
217.900,0
218.000,0
218.100,0
218.200,0
218.300,0
218.400,0
218.500,0
218.600,0
218.700,0
218.800,0
218.900,0
219.000,0
219.100,0
219.200,0
219.300,0
219.400,0
219.500,0
219.600,0
219.700,0
219.800,0
219.900,0
220.000,0
220.100,0
220.200,0
220.300,0
220.400,0
220.500,0
220.600,0
220.700,0
220.800,0
220.900,0
221.000,0
221.100,0
221.200,0
221.300,0
221.400,0
221.500,0
221.600,0
221.700,0
221.800,0
221.900,0
222.000,0
222.100,0
222.200,0
222.300,0
222.400,0
222.500,0
222.600,0
222.700,0
222.800,0
222.900,0
223.000,0
223.100,0
223.200,0
223.300,0
223.400,0
223.500,0
223.600,0
223.700,0
223.800,0
223.900,0
224.000,0
224.100,0
224.200,0
224.300,0
224.400,0
224.500,0
224.600,0
224.700,0
224.800,0
224.900,0
225.000,0
225.100,0
225.200,0
225.300,0
225.400,0
225.500,0
225.600,0
225.700,0
225.800,0
225.900,0
226.000,0
226.100,0
226.200,0
226.300,0
226.400,0
226.500,0
226.600,0
226.700,0
226.800,0
226.900,0
227.000,0
227.100,0
227.200,0
227.300,0
227.400,0
227.500,0
227.600,0
227.700,0
227.800,0
227.900,0
228.000,0
228.100,0
228.200,0
228.300,0
228.400,0
228.500,0
228.600,0
228.700,0
228.800,0
228.900,0
229.000,0
229.100,0
229.200,0
229.300,0
229.400,0
229.500,0
229.600,0
229.700,0
229.800,0
229.900,0
230.000,0
230.100,0
230.200,0
230.300,0
230.400,0
230.500,0
230.600,0
230.700,0
230.800,0
230.900,0
231.000,0
231.100,0
231.200,0
231.300,0
231.400,0
231.500,0
231.600,0
231.700,0
231.800,0
231.900,0
232.000,0
232.100,0
232.200,0
232.300,0
232.400,0
232.500,0
232.600,0
232.700,0
232.800,0
232.900,0
233.000,0
